station_id,station_name,timestamp,temperature,pressure,humidity,label,fault_type,sensor_type,original_value,evaluation_value,ground_truth_anomaly,ground_truth_type,is_missing
AWS-001,Delhi Safdarjung,2026-08-01 08:20:00,31.54,1009.82,61.1,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 08:30:00,32.25,1010.22,60.9,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 08:40:00,31.8,1010.14,60.6,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 08:50:00,32.19,1010.23,61.4,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 09:00:00,32.57,1010.06,60.6,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 09:10:00,33.02,1009.89,58.6,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 09:20:00,34.4,1009.8,55.8,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 09:30:00,33.57,1010.24,57.5,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 09:40:00,34.72,1009.83,55.3,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 09:50:00,34.74,1009.97,54.6,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 10:00:00,59.07,1010.12,54.6,normal,none,temperature,34.57,59.07,1,temperature_spike,False
AWS-001,Delhi Safdarjung,2026-08-01 10:10:00,35.76,1009.62,56.9,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 10:20:00,36.09,1009.84,51.4,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 10:30:00,36.02,1009.89,53.5,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 10:40:00,36.23,1010.02,51.6,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 10:50:00,36.52,1009.72,52.3,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 11:00:00,37.56,1009.57,49.8,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 11:10:00,37.46,1009.7,52.4,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 11:20:00,37.22,1009.71,50.5,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 11:30:00,38.05,1009.28,50.8,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 11:40:00,38.3,1009.58,49.6,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 11:50:00,38.8,1009.35,49.2,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 12:00:00,38.51,1008.99,50.6,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 12:10:00,38.88,1009.13,47.3,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 12:20:00,39.3,1009.57,50.0,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 12:30:00,39.08,1009.14,47.6,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 12:40:00,38.9,1008.89,48.9,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 12:50:00,39.96,1009.26,49.1,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 13:00:00,39.87,1008.93,48.1,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 13:10:00,39.52,1009.12,46.7,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 13:20:00,39.92,1008.37,44.1,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 13:30:00,39.98,1008.31,46.8,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 13:40:00,39.79,1008.69,47.1,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 13:50:00,40.91,1008.41,47.7,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 14:00:00,39.76,1008.0,44.1,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 14:10:00,40.45,1008.46,46.9,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 14:20:00,40.73,1008.15,46.7,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 14:30:00,40.35,1008.38,46.4,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 14:40:00,40.86,1007.49,47.6,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 14:50:00,39.85,1007.83,45.0,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 15:00:00,40.18,1044.01,45.5,normal,none,pressure,1008.01,1044.01,1,pressure_spike,False
AWS-001,Delhi Safdarjung,2026-08-01 15:10:00,40.38,1007.5,43.8,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 15:20:00,40.63,1007.59,46.4,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 15:30:00,39.94,1008.1,47.3,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 15:40:00,39.97,1007.44,46.4,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 15:50:00,39.69,1007.43,46.8,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 16:00:00,39.65,1007.32,46.3,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 16:10:00,39.43,1006.92,47.1,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 16:20:00,39.53,1006.69,48.4,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 16:30:00,39.68,1006.8,45.1,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 16:40:00,39.04,1006.55,46.3,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 16:50:00,39.24,1007.06,46.8,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 17:00:00,39.03,1006.41,49.0,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 17:10:00,38.08,1006.49,48.3,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 17:20:00,38.4,1006.04,49.0,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 17:30:00,37.68,1006.44,47.9,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 17:40:00,37.86,1006.26,49.2,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 17:50:00,37.97,1006.39,51.2,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 18:00:00,37.26,1006.22,49.3,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 18:10:00,37.18,1006.15,49.5,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 18:20:00,36.55,1005.76,50.4,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 18:30:00,36.64,1006.31,53.6,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 18:40:00,36.12,1005.98,52.0,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 18:50:00,36.41,1005.55,52.2,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 19:00:00,35.98,1005.6,54.9,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 19:10:00,34.69,1005.82,54.3,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 19:20:00,35.4,1005.62,55.9,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 19:30:00,34.81,1005.35,55.6,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 19:40:00,33.7,1006.23,57.3,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 19:50:00,33.94,1005.14,59.1,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 20:00:00,33.96,1005.39,99.4,normal,none,humidity,57.4,99.4,1,humidity_spike,False
AWS-001,Delhi Safdarjung,2026-08-01 20:10:00,33.68,1005.49,57.2,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 20:20:00,33.58,1005.71,56.6,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 20:30:00,32.55,1005.12,57.7,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 20:40:00,32.72,1005.38,60.7,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 20:50:00,32.01,1004.81,59.2,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 21:00:00,31.65,1005.46,59.8,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 21:10:00,31.85,1005.52,60.6,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 21:20:00,31.26,1005.41,62.1,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 21:30:00,31.0,1005.89,64.7,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 21:40:00,30.36,1005.35,63.2,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 21:50:00,30.33,1005.36,61.6,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 22:00:00,29.97,1005.49,65.9,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 22:10:00,29.48,1005.49,66.6,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 22:20:00,29.12,1005.18,63.4,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 22:30:00,28.8,1004.99,65.6,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 22:40:00,28.41,1004.97,66.5,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 22:50:00,28.48,1005.03,66.4,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 23:00:00,28.57,1005.3,66.9,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 23:10:00,27.51,1005.31,69.5,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 23:20:00,28.14,1005.6,70.4,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 23:30:00,27.41,1005.24,71.3,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 23:40:00,27.05,1005.48,70.7,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-01 23:50:00,27.06,1005.21,71.2,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 00:00:00,26.84,1005.45,72.3,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 00:10:00,26.61,1005.63,71.6,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 00:20:00,25.81,1005.53,71.4,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 00:30:00,26.01,1005.46,71.7,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 00:40:00,25.23,1005.94,71.1,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 00:50:00,25.33,1005.89,74.5,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 01:00:00,25.33,1005.78,72.1,normal,none,temperature,25.42,25.33,1,frozen_sensor,False
AWS-001,Delhi Safdarjung,2026-08-02 01:10:00,25.33,1005.39,71.3,normal,none,temperature,25.36,25.33,1,frozen_sensor,False
AWS-001,Delhi Safdarjung,2026-08-02 01:20:00,25.33,1006.11,72.3,normal,none,temperature,25.52,25.33,1,frozen_sensor,False
AWS-001,Delhi Safdarjung,2026-08-02 01:30:00,25.33,1005.9,75.2,normal,none,temperature,25.38,25.33,1,frozen_sensor,False
AWS-001,Delhi Safdarjung,2026-08-02 01:40:00,25.33,1005.93,74.1,normal,none,temperature,25.14,25.33,1,frozen_sensor,False
AWS-001,Delhi Safdarjung,2026-08-02 01:50:00,25.33,1006.02,73.1,normal,none,temperature,24.51,25.33,1,frozen_sensor,False
AWS-001,Delhi Safdarjung,2026-08-02 02:00:00,25.33,1005.92,75.3,normal,none,temperature,24.52,25.33,1,frozen_sensor,False
AWS-001,Delhi Safdarjung,2026-08-02 02:10:00,25.33,1005.78,73.1,normal,none,temperature,25.12,25.33,1,frozen_sensor,False
AWS-001,Delhi Safdarjung,2026-08-02 02:20:00,25.33,1005.83,72.9,normal,none,temperature,25.08,25.33,1,frozen_sensor,False
AWS-001,Delhi Safdarjung,2026-08-02 02:30:00,25.33,1005.95,74.3,normal,none,temperature,25.7,25.33,1,frozen_sensor,False
AWS-001,Delhi Safdarjung,2026-08-02 02:40:00,25.33,1006.33,73.0,normal,none,temperature,24.72,25.33,1,frozen_sensor,False
AWS-001,Delhi Safdarjung,2026-08-02 02:50:00,25.33,1006.29,74.0,normal,none,temperature,24.94,25.33,1,frozen_sensor,False
AWS-001,Delhi Safdarjung,2026-08-02 03:00:00,25.33,1006.48,74.0,normal,none,temperature,24.95,25.33,1,frozen_sensor,False
AWS-001,Delhi Safdarjung,2026-08-02 03:10:00,25.33,1006.47,76.5,normal,none,temperature,25.52,25.33,1,frozen_sensor,False
AWS-001,Delhi Safdarjung,2026-08-02 03:20:00,25.33,1006.73,72.7,normal,none,temperature,25.81,25.33,1,frozen_sensor,False
AWS-001,Delhi Safdarjung,2026-08-02 03:30:00,25.33,1006.67,72.3,normal,none,temperature,25.45,25.33,1,frozen_sensor,False
AWS-001,Delhi Safdarjung,2026-08-02 03:40:00,25.5,1006.85,71.8,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 03:50:00,24.82,1006.82,70.0,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 04:00:00,25.18,1007.01,73.7,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 04:10:00,25.86,1006.58,72.1,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 04:20:00,25.66,1006.34,71.5,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 04:30:00,26.28,1006.76,73.7,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 04:40:00,26.37,1006.88,71.4,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 04:50:00,26.62,1006.35,71.8,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 05:00:00,26.3,1006.19,70.2,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 05:10:00,27.55,1007.23,69.2,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 05:20:00,26.71,1006.91,69.5,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 05:30:00,27.49,1007.17,68.5,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 05:40:00,27.02,1007.23,69.9,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 05:50:00,28.39,1007.18,67.4,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 06:00:00,28.52,1007.05,67.6,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 06:10:00,27.93,1007.04,68.4,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 06:20:00,29.25,1007.28,65.9,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 06:30:00,29.16,1007.44,66.7,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 06:40:00,28.93,1007.08,65.2,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 06:50:00,29.48,1007.37,64.6,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 07:00:00,30.33,1007.09,62.2,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 07:10:00,29.96,1007.51,62.2,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 07:20:00,30.45,1007.28,63.3,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 07:30:00,31.06,1007.08,62.9,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 07:40:00,30.54,1006.9,64.7,normal,none,temperature,30.54,30.54,1,sensor_drift,False
AWS-001,Delhi Safdarjung,2026-08-02 07:50:00,32.2,1007.38,61.3,normal,none,temperature,31.72,32.2,1,sensor_drift,False
AWS-001,Delhi Safdarjung,2026-08-02 08:00:00,33.36,1007.36,60.1,normal,none,temperature,32.4,33.36,1,sensor_drift,False
AWS-001,Delhi Safdarjung,2026-08-02 08:10:00,34.24,1007.65,60.8,normal,none,temperature,32.8,34.24,1,sensor_drift,False
AWS-001,Delhi Safdarjung,2026-08-02 08:20:00,34.59,1007.6,61.9,normal,none,temperature,32.67,34.59,1,sensor_drift,False
AWS-001,Delhi Safdarjung,2026-08-02 08:30:00,34.87,1007.51,55.8,normal,none,temperature,32.47,34.87,1,sensor_drift,False
AWS-001,Delhi Safdarjung,2026-08-02 08:40:00,36.31,1007.5,58.3,normal,none,temperature,33.43,36.31,1,sensor_drift,False
AWS-001,Delhi Safdarjung,2026-08-02 08:50:00,37.33,1007.21,58.7,normal,none,temperature,33.97,37.33,1,sensor_drift,False
AWS-001,Delhi Safdarjung,2026-08-02 09:00:00,37.95,1007.43,59.0,normal,none,temperature,34.11,37.95,1,sensor_drift,False
AWS-001,Delhi Safdarjung,2026-08-02 09:10:00,38.0,1006.97,57.6,normal,none,temperature,33.68,38.0,1,sensor_drift,False
AWS-001,Delhi Safdarjung,2026-08-02 09:20:00,39.47,1007.03,57.9,normal,none,temperature,34.67,39.47,1,sensor_drift,False
AWS-001,Delhi Safdarjung,2026-08-02 09:30:00,40.27,1007.11,55.5,normal,none,temperature,34.99,40.27,1,sensor_drift,False
AWS-001,Delhi Safdarjung,2026-08-02 09:40:00,41.54,1007.12,55.0,normal,none,temperature,35.78,41.54,1,sensor_drift,False
AWS-001,Delhi Safdarjung,2026-08-02 09:50:00,41.8,1007.22,56.6,normal,none,temperature,35.56,41.8,1,sensor_drift,False
AWS-001,Delhi Safdarjung,2026-08-02 10:00:00,42.88,1007.15,51.8,normal,none,temperature,36.16,42.88,1,sensor_drift,False
AWS-001,Delhi Safdarjung,2026-08-02 10:10:00,43.71,1007.13,52.4,normal,none,temperature,36.51,43.71,1,sensor_drift,False
AWS-001,Delhi Safdarjung,2026-08-02 10:20:00,44.01,1007.07,53.4,normal,none,temperature,36.33,44.01,1,sensor_drift,False
AWS-001,Delhi Safdarjung,2026-08-02 10:30:00,45.1,1006.66,51.0,normal,none,temperature,36.94,45.1,1,sensor_drift,False
AWS-001,Delhi Safdarjung,2026-08-02 10:40:00,37.47,1006.86,50.7,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 10:50:00,36.91,1006.82,50.9,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 11:00:00,37.63,1006.79,50.1,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 11:10:00,37.77,1006.57,49.3,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 11:20:00,37.81,1006.44,47.4,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 11:30:00,38.54,1006.45,49.9,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 11:40:00,38.86,1006.39,49.3,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 11:50:00,39.08,1006.18,48.6,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 12:00:00,38.98,1006.16,47.2,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 12:10:00,39.04,1006.15,45.2,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 12:20:00,39.62,1006.48,46.3,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 12:30:00,39.6,1005.7,47.1,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 12:40:00,39.28,1006.09,46.3,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 12:50:00,39.64,1005.84,44.7,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 13:00:00,40.04,1005.69,46.1,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 13:10:00,40.6,1005.56,44.4,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 13:20:00,39.57,1005.06,45.0,normal,none,none,,,0,normal,False
AWS-001,Delhi Safdarjung,2026-08-02 13:30:00,40.29,1005.8,45.9,normal,none,none,,,0,normal,False
