station_id,station_name,timestamp,temperature,pressure,humidity,label,fault_type
AWS-004,Kolkata Alipore,2026-08-01 11:50:00,36.1,1011.64,67.9,normal,none
AWS-004,Kolkata Alipore,2026-08-01 12:00:00,35.7,1011.77,68.9,normal,none
AWS-004,Kolkata Alipore,2026-08-01 12:10:00,35.35,1011.78,68.9,normal,none
AWS-004,Kolkata Alipore,2026-08-01 12:20:00,35.6,1011.88,67.4,normal,none
AWS-004,Kolkata Alipore,2026-08-01 12:30:00,36.1,1011.55,67.0,normal,none
AWS-004,Kolkata Alipore,2026-08-01 12:40:00,36.04,1011.69,66.7,normal,none
AWS-004,Kolkata Alipore,2026-08-01 12:50:00,36.93,1011.57,67.3,normal,none
AWS-004,Kolkata Alipore,2026-08-01 13:00:00,36.9,1011.25,66.6,normal,none
AWS-004,Kolkata Alipore,2026-08-01 13:10:00,36.72,1011.62,68.9,normal,none
AWS-004,Kolkata Alipore,2026-08-01 13:20:00,36.34,1011.19,66.9,normal,none
AWS-004,Kolkata Alipore,2026-08-01 13:30:00,36.94,1011.18,65.5,normal,none
AWS-004,Kolkata Alipore,2026-08-01 13:40:00,36.62,1010.79,66.5,normal,none
AWS-004,Kolkata Alipore,2026-08-01 13:50:00,36.95,1010.84,66.1,normal,none
AWS-004,Kolkata Alipore,2026-08-01 14:00:00,36.88,1010.99,68.1,normal,none
AWS-004,Kolkata Alipore,2026-08-01 14:10:00,37.5,1011.1,67.2,normal,none
AWS-004,Kolkata Alipore,2026-08-01 14:20:00,37.14,1010.18,65.7,normal,none
AWS-004,Kolkata Alipore,2026-08-01 14:30:00,37.13,1010.47,64.6,normal,none
AWS-004,Kolkata Alipore,2026-08-01 14:40:00,37.42,1010.28,65.1,normal,none
AWS-004,Kolkata Alipore,2026-08-01 14:50:00,36.75,1009.92,67.0,normal,none
AWS-004,Kolkata Alipore,2026-08-01 15:00:00,37.78,1010.6,66.0,normal,none
AWS-004,Kolkata Alipore,2026-08-01 15:10:00,36.66,1010.19,66.1,normal,none
AWS-004,Kolkata Alipore,2026-08-01 15:20:00,37.1,1009.99,67.2,normal,none
AWS-004,Kolkata Alipore,2026-08-01 15:30:00,37.1,1010.35,67.0,normal,none
AWS-004,Kolkata Alipore,2026-08-01 15:40:00,36.79,1009.62,66.1,normal,none
AWS-004,Kolkata Alipore,2026-08-01 15:50:00,37.6,1009.38,65.7,normal,none
AWS-004,Kolkata Alipore,2026-08-01 16:00:00,36.94,1009.5,66.7,normal,none
AWS-004,Kolkata Alipore,2026-08-01 16:10:00,37.03,1008.68,67.1,normal,none
AWS-004,Kolkata Alipore,2026-08-01 16:20:00,36.27,1009.5,67.9,normal,none
AWS-004,Kolkata Alipore,2026-08-01 16:30:00,36.26,1009.68,67.1,normal,none
AWS-004,Kolkata Alipore,2026-08-01 16:40:00,36.88,1009.06,67.0,normal,none
AWS-004,Kolkata Alipore,2026-08-01 16:50:00,36.21,1009.05,66.2,normal,none
AWS-004,Kolkata Alipore,2026-08-01 17:00:00,36.31,1009.03,68.6,normal,none
AWS-004,Kolkata Alipore,2026-08-01 17:10:00,35.83,1009.07,67.1,normal,none
AWS-004,Kolkata Alipore,2026-08-01 17:20:00,35.05,1009.15,69.2,normal,none
AWS-004,Kolkata Alipore,2026-08-01 17:30:00,35.71,1008.79,70.1,normal,none
AWS-004,Kolkata Alipore,2026-08-01 17:40:00,36.16,1008.58,67.7,normal,none
AWS-004,Kolkata Alipore,2026-08-01 17:50:00,35.45,1008.39,70.9,normal,none
AWS-004,Kolkata Alipore,2026-08-01 18:00:00,35.0,1008.77,70.9,normal,none
AWS-004,Kolkata Alipore,2026-08-01 18:10:00,34.86,1008.63,69.5,normal,none
AWS-004,Kolkata Alipore,2026-08-01 18:20:00,33.95,1008.59,68.9,normal,none
AWS-004,Kolkata Alipore,2026-08-01 18:30:00,34.74,1008.46,69.3,normal,none
AWS-004,Kolkata Alipore,2026-08-01 18:40:00,34.36,1008.01,71.0,normal,none
AWS-004,Kolkata Alipore,2026-08-01 18:50:00,34.02,1008.59,71.0,normal,none
AWS-004,Kolkata Alipore,2026-08-01 19:00:00,33.58,1008.4,71.4,normal,none
AWS-004,Kolkata Alipore,2026-08-01 19:10:00,33.99,1008.23,73.4,normal,none
AWS-004,Kolkata Alipore,2026-08-01 19:20:00,33.69,1008.64,73.1,normal,none
AWS-004,Kolkata Alipore,2026-08-01 19:30:00,33.32,1008.53,73.0,normal,none
AWS-004,Kolkata Alipore,2026-08-01 19:40:00,32.98,1008.28,75.1,normal,none
AWS-004,Kolkata Alipore,2026-08-01 19:50:00,32.67,1008.05,72.2,normal,none
AWS-004,Kolkata Alipore,2026-08-01 20:00:00,31.99,1008.25,75.8,normal,none
AWS-004,Kolkata Alipore,2026-08-01 20:10:00,32.03,1008.09,74.7,normal,none
AWS-004,Kolkata Alipore,2026-08-01 20:20:00,31.52,1007.92,75.5,normal,none
AWS-004,Kolkata Alipore,2026-08-01 20:30:00,31.99,1008.53,76.6,normal,none
AWS-004,Kolkata Alipore,2026-08-01 20:40:00,31.12,1007.56,79.1,normal,none
AWS-004,Kolkata Alipore,2026-08-01 20:50:00,31.33,1007.76,78.0,normal,none
AWS-004,Kolkata Alipore,2026-08-01 21:00:00,30.91,1007.91,78.6,normal,none
AWS-004,Kolkata Alipore,2026-08-01 21:10:00,30.72,1008.09,78.2,normal,none
AWS-004,Kolkata Alipore,2026-08-01 21:20:00,30.05,1007.68,80.7,normal,none
AWS-004,Kolkata Alipore,2026-08-01 21:30:00,30.44,1007.2,77.9,normal,none
AWS-004,Kolkata Alipore,2026-08-01 21:40:00,29.5,1007.86,81.7,normal,none
AWS-004,Kolkata Alipore,2026-08-01 21:50:00,29.52,1007.85,80.0,normal,none
AWS-004,Kolkata Alipore,2026-08-01 22:00:00,29.56,1007.8,81.5,normal,none
AWS-004,Kolkata Alipore,2026-08-01 22:10:00,29.13,1007.65,80.1,normal,none
AWS-004,Kolkata Alipore,2026-08-01 22:20:00,28.65,1007.53,80.9,normal,none
AWS-004,Kolkata Alipore,2026-08-01 22:30:00,28.58,1007.59,81.1,normal,none
AWS-004,Kolkata Alipore,2026-08-01 22:40:00,28.75,1007.35,82.0,normal,none
AWS-004,Kolkata Alipore,2026-08-01 22:50:00,27.81,1007.64,84.7,normal,none
AWS-004,Kolkata Alipore,2026-08-01 23:00:00,28.23,1007.86,83.2,normal,none
AWS-004,Kolkata Alipore,2026-08-01 23:10:00,27.88,1008.0,83.2,normal,none
AWS-004,Kolkata Alipore,2026-08-01 23:20:00,27.71,1008.5,86.3,normal,none
AWS-004,Kolkata Alipore,2026-08-01 23:30:00,27.1,1008.19,84.4,normal,none
AWS-004,Kolkata Alipore,2026-08-01 23:40:00,27.09,1008.03,82.8,normal,none
AWS-004,Kolkata Alipore,2026-08-01 23:50:00,27.3,1008.33,83.9,normal,none
AWS-004,Kolkata Alipore,2026-08-02 00:00:00,27.4,1008.19,84.9,normal,none
AWS-004,Kolkata Alipore,2026-08-02 00:10:00,26.43,1008.0,85.5,normal,none
AWS-004,Kolkata Alipore,2026-08-02 00:20:00,26.32,1007.9,86.8,normal,none
AWS-004,Kolkata Alipore,2026-08-02 00:30:00,26.1,1008.13,86.1,normal,none
AWS-004,Kolkata Alipore,2026-08-02 00:40:00,26.51,1007.83,86.7,normal,none
AWS-004,Kolkata Alipore,2026-08-02 00:50:00,26.47,1007.75,83.6,normal,none
AWS-004,Kolkata Alipore,2026-08-02 01:00:00,26.04,1008.09,87.7,normal,none
AWS-004,Kolkata Alipore,2026-08-02 01:10:00,25.43,1008.25,87.1,normal,none
AWS-004,Kolkata Alipore,2026-08-02 01:20:00,25.5,1008.94,86.9,normal,none
AWS-004,Kolkata Alipore,2026-08-02 01:30:00,26.02,1008.59,87.6,normal,none
AWS-004,Kolkata Alipore,2026-08-02 01:40:00,25.88,1008.67,85.8,normal,none
AWS-004,Kolkata Alipore,2026-08-02 01:50:00,25.83,1008.14,84.4,normal,none
AWS-004,Kolkata Alipore,2026-08-02 02:00:00,26.09,1009.07,85.9,normal,none
AWS-004,Kolkata Alipore,2026-08-02 02:10:00,25.57,1008.56,86.1,normal,none
AWS-004,Kolkata Alipore,2026-08-02 02:20:00,25.47,1008.87,86.5,normal,none
AWS-004,Kolkata Alipore,2026-08-02 02:30:00,26.03,1008.65,87.0,normal,none
AWS-004,Kolkata Alipore,2026-08-02 02:40:00,25.09,1008.84,89.5,normal,none
AWS-004,Kolkata Alipore,2026-08-02 02:50:00,25.35,1009.0,86.7,normal,none
AWS-004,Kolkata Alipore,2026-08-02 03:00:00,25.87,1009.2,84.5,normal,none
AWS-004,Kolkata Alipore,2026-08-02 03:10:00,25.47,1009.07,87.8,normal,none
AWS-004,Kolkata Alipore,2026-08-02 03:20:00,25.84,1009.21,87.7,normal,none
AWS-004,Kolkata Alipore,2026-08-02 03:30:00,25.94,1008.95,84.8,normal,none
AWS-004,Kolkata Alipore,2026-08-02 03:40:00,26.08,1008.98,88.4,normal,none
AWS-004,Kolkata Alipore,2026-08-02 03:50:00,26.34,1009.15,86.8,normal,none
AWS-004,Kolkata Alipore,2026-08-02 04:00:00,25.87,1008.87,84.0,normal,none
AWS-004,Kolkata Alipore,2026-08-02 04:10:00,26.61,1009.27,86.3,normal,none
AWS-004,Kolkata Alipore,2026-08-02 04:20:00,26.02,1009.17,88.0,normal,none
AWS-004,Kolkata Alipore,2026-08-02 04:30:00,26.22,1009.23,84.1,normal,none
AWS-004,Kolkata Alipore,2026-08-02 04:40:00,27.0,1009.5,86.3,normal,none
AWS-004,Kolkata Alipore,2026-08-02 04:50:00,26.99,1009.41,84.3,normal,none
AWS-004,Kolkata Alipore,2026-08-02 05:00:00,26.55,1009.46,86.2,normal,none
AWS-004,Kolkata Alipore,2026-08-02 05:10:00,27.29,1009.21,86.2,normal,none
AWS-004,Kolkata Alipore,2026-08-02 05:20:00,27.27,1009.63,83.6,normal,none
AWS-004,Kolkata Alipore,2026-08-02 05:30:00,26.94,1009.59,83.6,normal,none
AWS-004,Kolkata Alipore,2026-08-02 05:40:00,27.85,1009.9,83.8,normal,none
AWS-004,Kolkata Alipore,2026-08-02 05:50:00,28.37,1009.8,81.7,normal,none
AWS-004,Kolkata Alipore,2026-08-02 06:00:00,27.62,1009.7,81.4,normal,none
AWS-004,Kolkata Alipore,2026-08-02 06:10:00,28.51,1009.56,82.7,normal,none
AWS-004,Kolkata Alipore,2026-08-02 06:20:00,28.93,1009.82,80.7,normal,none
AWS-004,Kolkata Alipore,2026-08-02 06:30:00,28.47,1009.61,80.6,normal,none
AWS-004,Kolkata Alipore,2026-08-02 06:40:00,29.14,1009.89,81.6,normal,none
AWS-004,Kolkata Alipore,2026-08-02 06:50:00,29.26,1009.55,81.7,normal,none
AWS-004,Kolkata Alipore,2026-08-02 07:00:00,29.48,1009.84,79.9,normal,none
AWS-004,Kolkata Alipore,2026-08-02 07:10:00,29.69,1009.95,80.9,normal,none
AWS-004,Kolkata Alipore,2026-08-02 07:20:00,29.75,1009.68,79.2,normal,none
AWS-004,Kolkata Alipore,2026-08-02 07:30:00,30.32,1009.63,78.1,normal,none
AWS-004,Kolkata Alipore,2026-08-02 07:40:00,30.08,1010.13,79.9,normal,none
AWS-004,Kolkata Alipore,2026-08-02 07:50:00,30.26,1009.99,78.2,normal,none
AWS-004,Kolkata Alipore,2026-08-02 08:00:00,31.45,1009.94,77.4,normal,none
AWS-004,Kolkata Alipore,2026-08-02 08:10:00,31.52,1010.03,78.9,normal,none
AWS-004,Kolkata Alipore,2026-08-02 08:20:00,31.35,1010.28,76.7,normal,none
AWS-004,Kolkata Alipore,2026-08-02 08:30:00,31.49,1009.65,76.7,normal,none
AWS-004,Kolkata Alipore,2026-08-02 08:40:00,32.74,1009.79,74.8,normal,none
AWS-004,Kolkata Alipore,2026-08-02 08:50:00,31.99,1009.73,73.7,normal,none
AWS-004,Kolkata Alipore,2026-08-02 09:00:00,32.96,1010.14,74.7,normal,none
AWS-004,Kolkata Alipore,2026-08-02 09:10:00,33.3,1009.8,75.3,normal,none
AWS-004,Kolkata Alipore,2026-08-02 09:20:00,32.85,1010.1,74.6,normal,none
AWS-004,Kolkata Alipore,2026-08-02 09:30:00,33.03,1009.7,72.4,normal,none
AWS-004,Kolkata Alipore,2026-08-02 09:40:00,33.59,1009.9,71.4,normal,none
AWS-004,Kolkata Alipore,2026-08-02 09:50:00,33.87,1009.47,72.8,normal,none
AWS-004,Kolkata Alipore,2026-08-02 10:00:00,34.03,1009.72,73.6,normal,none
AWS-004,Kolkata Alipore,2026-08-02 10:10:00,33.83,1009.19,70.9,normal,none
AWS-004,Kolkata Alipore,2026-08-02 10:20:00,34.25,1009.4,70.9,normal,none
AWS-004,Kolkata Alipore,2026-08-02 10:30:00,33.75,1009.45,71.1,normal,none
AWS-004,Kolkata Alipore,2026-08-02 10:40:00,34.89,1009.33,71.7,normal,none
AWS-004,Kolkata Alipore,2026-08-02 10:50:00,35.08,1009.52,69.9,normal,none
AWS-004,Kolkata Alipore,2026-08-02 11:00:00,35.6,1009.27,70.0,normal,none
AWS-004,Kolkata Alipore,2026-08-02 11:10:00,35.98,1008.95,67.9,normal,none
AWS-004,Kolkata Alipore,2026-08-02 11:20:00,35.19,1008.81,69.4,normal,none
AWS-004,Kolkata Alipore,2026-08-02 11:30:00,36.59,1008.72,70.6,normal,none
AWS-004,Kolkata Alipore,2026-08-02 11:40:00,36.3,1008.9,69.3,normal,none
AWS-004,Kolkata Alipore,2026-08-02 11:50:00,36.37,1008.58,68.5,normal,none
AWS-004,Kolkata Alipore,2026-08-02 12:00:00,36.26,1008.38,67.2,normal,none
AWS-004,Kolkata Alipore,2026-08-02 12:10:00,36.69,1008.37,66.8,normal,none
AWS-004,Kolkata Alipore,2026-08-02 12:20:00,36.82,1008.62,66.6,normal,none
AWS-004,Kolkata Alipore,2026-08-02 12:30:00,36.27,1008.34,67.6,normal,none
AWS-004,Kolkata Alipore,2026-08-02 12:40:00,37.1,1007.88,64.8,normal,none
AWS-004,Kolkata Alipore,2026-08-02 12:50:00,37.06,1008.35,65.3,normal,none
AWS-004,Kolkata Alipore,2026-08-02 13:00:00,37.12,1008.34,66.1,normal,none
AWS-004,Kolkata Alipore,2026-08-02 13:10:00,37.83,1008.18,67.0,normal,none
AWS-004,Kolkata Alipore,2026-08-02 13:20:00,37.38,1008.05,65.2,normal,none
AWS-004,Kolkata Alipore,2026-08-02 13:30:00,37.24,1008.3,66.2,normal,none
AWS-004,Kolkata Alipore,2026-08-02 13:40:00,37.52,1008.1,65.4,normal,none
AWS-004,Kolkata Alipore,2026-08-02 13:50:00,37.11,1007.53,66.8,normal,none
AWS-004,Kolkata Alipore,2026-08-02 14:00:00,37.48,1007.5,63.3,normal,none
AWS-004,Kolkata Alipore,2026-08-02 14:10:00,37.91,1007.1,64.3,normal,none
AWS-004,Kolkata Alipore,2026-08-02 14:20:00,37.43,1007.08,66.0,normal,none
AWS-004,Kolkata Alipore,2026-08-02 14:30:00,37.04,1007.43,67.3,normal,none
AWS-004,Kolkata Alipore,2026-08-02 14:40:00,37.29,1007.21,66.2,normal,none
AWS-004,Kolkata Alipore,2026-08-02 14:50:00,37.54,1006.84,67.2,normal,none
AWS-004,Kolkata Alipore,2026-08-02 15:00:00,37.14,1006.35,66.8,normal,none
AWS-004,Kolkata Alipore,2026-08-02 15:10:00,37.69,1006.83,66.0,normal,none
AWS-004,Kolkata Alipore,2026-08-02 15:20:00,37.2,1006.37,65.3,normal,none
AWS-004,Kolkata Alipore,2026-08-02 15:30:00,36.79,1006.78,62.7,normal,none
AWS-004,Kolkata Alipore,2026-08-02 15:40:00,36.73,1006.3,65.3,normal,none
AWS-004,Kolkata Alipore,2026-08-02 15:50:00,37.6,1006.8,66.3,normal,none
AWS-004,Kolkata Alipore,2026-08-02 16:00:00,36.86,1006.21,68.1,normal,none
AWS-004,Kolkata Alipore,2026-08-02 16:10:00,36.98,1006.63,66.9,normal,none
AWS-004,Kolkata Alipore,2026-08-02 16:20:00,37.2,1006.57,66.0,normal,none
AWS-004,Kolkata Alipore,2026-08-02 16:30:00,36.65,1006.02,67.6,normal,none
AWS-004,Kolkata Alipore,2026-08-02 16:40:00,36.1,1006.3,67.3,normal,none
AWS-004,Kolkata Alipore,2026-08-02 16:50:00,36.75,1006.0,65.4,normal,none
AWS-004,Kolkata Alipore,2026-08-02 17:00:00,36.15,1005.96,68.6,normal,none
AWS-004,Kolkata Alipore,2026-08-02 17:10:00,35.86,1005.5,68.5,normal,none
AWS-004,Kolkata Alipore,2026-08-02 17:20:00,35.76,1006.25,66.2,normal,none
AWS-004,Kolkata Alipore,2026-08-02 17:30:00,35.51,1005.57,69.4,normal,none
AWS-004,Kolkata Alipore,2026-08-02 17:40:00,35.46,1005.32,70.2,normal,none
AWS-004,Kolkata Alipore,2026-08-02 17:50:00,35.4,1005.46,72.2,normal,none
AWS-004,Kolkata Alipore,2026-08-02 18:00:00,35.03,1005.77,70.0,normal,none
AWS-004,Kolkata Alipore,2026-08-02 18:10:00,34.71,1004.84,71.0,normal,none
AWS-004,Kolkata Alipore,2026-08-02 18:20:00,34.2,1005.04,69.4,normal,none
AWS-004,Kolkata Alipore,2026-08-02 18:30:00,34.08,1005.41,70.7,normal,none
AWS-004,Kolkata Alipore,2026-08-02 18:40:00,33.59,1004.83,71.2,normal,none
AWS-004,Kolkata Alipore,2026-08-02 18:50:00,34.1,1005.32,70.3,normal,none
AWS-004,Kolkata Alipore,2026-08-02 19:00:00,34.4,1004.68,70.1,normal,none
AWS-004,Kolkata Alipore,2026-08-02 19:10:00,33.39,1004.62,71.3,normal,none
AWS-004,Kolkata Alipore,2026-08-02 19:20:00,33.39,1004.96,73.6,normal,none
AWS-004,Kolkata Alipore,2026-08-02 19:30:00,32.85,1005.17,72.2,normal,none
AWS-004,Kolkata Alipore,2026-08-02 19:40:00,32.61,1004.91,76.1,normal,none
AWS-004,Kolkata Alipore,2026-08-02 19:50:00,32.43,1004.5,75.6,normal,none
AWS-004,Kolkata Alipore,2026-08-02 20:00:00,32.62,1004.95,77.0,normal,none
AWS-004,Kolkata Alipore,2026-08-02 20:10:00,31.69,1004.49,77.6,normal,none
AWS-004,Kolkata Alipore,2026-08-02 20:20:00,31.88,1004.81,75.8,normal,none
AWS-004,Kolkata Alipore,2026-08-02 20:30:00,31.24,1004.34,76.5,normal,none
AWS-004,Kolkata Alipore,2026-08-02 20:40:00,31.33,1004.51,76.0,normal,none
AWS-004,Kolkata Alipore,2026-08-02 20:50:00,30.94,1004.01,76.5,normal,none
AWS-004,Kolkata Alipore,2026-08-02 21:00:00,30.32,1004.54,77.7,normal,none
AWS-004,Kolkata Alipore,2026-08-02 21:10:00,30.5,1004.34,78.4,normal,none
AWS-004,Kolkata Alipore,2026-08-02 21:20:00,30.4,1004.06,79.5,normal,none
AWS-004,Kolkata Alipore,2026-08-02 21:30:00,29.21,1004.36,81.5,normal,none
AWS-004,Kolkata Alipore,2026-08-02 21:40:00,29.58,1004.51,79.9,normal,none
AWS-004,Kolkata Alipore,2026-08-02 21:50:00,29.26,1003.96,80.7,normal,none
AWS-004,Kolkata Alipore,2026-08-02 22:00:00,29.26,1004.21,78.4,normal,none
AWS-004,Kolkata Alipore,2026-08-02 22:10:00,28.87,1004.28,82.7,normal,none
AWS-004,Kolkata Alipore,2026-08-02 22:20:00,28.06,1004.25,82.5,normal,none
AWS-004,Kolkata Alipore,2026-08-02 22:30:00,28.51,1003.87,82.9,normal,none
AWS-004,Kolkata Alipore,2026-08-02 22:40:00,27.4,1004.08,83.4,normal,none
AWS-004,Kolkata Alipore,2026-08-02 22:50:00,27.44,1003.83,82.0,normal,none
AWS-004,Kolkata Alipore,2026-08-02 23:00:00,27.22,1004.29,85.6,normal,none
AWS-004,Kolkata Alipore,2026-08-02 23:10:00,27.72,1004.2,85.4,normal,none
AWS-004,Kolkata Alipore,2026-08-02 23:20:00,27.69,1004.37,80.2,normal,none
AWS-004,Kolkata Alipore,2026-08-02 23:30:00,26.97,1004.58,84.7,normal,none
AWS-004,Kolkata Alipore,2026-08-02 23:40:00,26.27,1004.68,85.3,normal,none
AWS-004,Kolkata Alipore,2026-08-02 23:50:00,26.05,1004.13,84.7,normal,none
AWS-004,Kolkata Alipore,2026-08-03 00:00:00,26.48,1004.46,86.0,normal,none
AWS-004,Kolkata Alipore,2026-08-03 00:10:00,25.48,1004.44,87.2,normal,none
AWS-004,Kolkata Alipore,2026-08-03 00:20:00,25.81,1004.51,85.9,normal,none
AWS-004,Kolkata Alipore,2026-08-03 00:30:00,25.83,1004.45,87.1,normal,none
AWS-004,Kolkata Alipore,2026-08-03 00:40:00,25.93,1004.43,85.7,normal,none
AWS-004,Kolkata Alipore,2026-08-03 00:50:00,25.52,1004.86,87.4,normal,none
AWS-004,Kolkata Alipore,2026-08-03 01:00:00,25.71,1004.34,88.8,normal,none
AWS-004,Kolkata Alipore,2026-08-03 01:10:00,24.73,1005.16,88.5,normal,none
